EstacionID;Nombre;Tipo;Altura_msnm;Latitud_grados;Longitud_grados;Distrito;Provincia;Departamento
472CA750;Santiago de Tuna;Automatica;2926;-11.98322222;-76.52419444;Santiago de Tuna;Huarochiri;Lima
